"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027502","1915-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","3,6","","","","","","","","","1",",6","28","3,6","28","3,6","31",",6","0",",6","0",",6","","","","","19151231",",3,6","","","19151226",",,6","","","","","19151228",",,6","-39.4","3,6,31,","","","25",",,6,26,","","","-7.8",",6,28,","","","1324.3",",6","","","","","","","","","38",",,,6","-28.93","3,6","-25.49",",,,6","-32.36","3,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0","3,6","","","","","","","","","7",",6","25","1,6","30","1,6","28","2,6","0","2,6","0","2,6","","","","","19160120","+,1,6","","","19160113",",,6","","","","","19160113",",2,6","-39.4","1,6,20,+","","","102",",,6,13,","","","0.6","2,6,13,","","","1153.1","2,6","","","","","","","","","356",",,,6","-22.60","3,6","-18.08","2,,,6","-27.12","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0","3,6","","","","","","","","","4",",6","27","1,6","28","1,6","27","2,6","0","2,6","0","2,6","","","","","19160217",",1,6","","","19160227",",,6","","","","","19160206","+,2,6","-42.2","1,6,17,","","","102",",,6,27,","","","-3.9","2,6,06,+","","","1141.6","2,6","","","","","","","","","255",",,,6","-25.65","3,6","-21.17","2,,,6","-30.14","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","","","","","","","","","4",",6","31",",6","31",",6","31",",6","0",",6","0",",6","","","","","19160322",",,6","","","19160328",",,6","","","","","19160302",",,6","-38.9",",6,22,","","","51",",,6,28,","","","-9.4",",6,02,","","","1452.7",",6","","","","","","","","","152",",,,6","-28.53",",6","-24.63",",,,6","-32.43",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","","","","","","","","","10",",6","17",",6","30",",6","29",",6","0",",6","0",",6","","","","","19160403",",,6","","","19160426",",,6","","","","","19160427",",,6","-31.7",",6,03,","","","152",",,6,26,","","","1.1",",6,27,","","","1073.2",",6","","","","","","","","","673",",,,6","-17.44",",6","-13.67",",,,6","-21.21",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0","1,6","","","","","","","","","3",",6","0","1,6","30","1,6","23","1,6","0","1,6","0","1,6","","","","","19160505",",1,6","","","19160527","+,,6","","","","","19160528",",1,6","-14.4","1,6,05,","","","25",",,6,27,+","","","4.4","1,6,28,","","","677.4","1,6","","","","","","","","","88",",,,6","-4.25","1,6","-1.68","1,,,6","-6.81","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0",",6","","","","","","","","","0",",6","0",",6","23",",6","1",",6","0",",6","0",",6","","","","","19160826","+,,6","","","19160826","+,,6","","","","","19160829",",,6","-2.2",",6,26,+","","","0",",T,6,26,+","","","11.7",",6,29,","","","502.3",",6","","","","","","","","","0",",T,,6","2.13",",6","4.57",",,,6","-0.31",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","2,6","","","","","","","","","","","0","1,6","26","1,6","15","1,6","0","1,6","0","1,6","","","","","19160921",",1,6","","","","","","","","","19160901",",1,6","-7.2","1,6,21,","","","","","","","6.7","1,6,01,","","","540.0","1,6","","","","","","","","","","","-0.93","2,6","0.29","1,,,6","-2.15","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","3,6","","","","","","","","","11","1,6","5","1,6","30","1,6","21","2,6","0","2,6","0","2,6","","","","","19161031","+,1,6","","","19161019","+,1,6","","","","","19161007",",2,6","-20.6","1,6,31,+","","","102","1,,6,19,+","","","2.8","2,6,07,","","","706.8","2,6","","","","","","","","","507","1,,,6","-7.07","3,6","-4.32","2,,,6","-9.82","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","8",",6","","","","","","","","","","","","","","","","","","","19161119","+,,6","","","","","","","","","","","51",",,6,19,+","","","","","","","","","","","","","","","","","304",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1916-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","2,6","","","","","","","","","4",",6","31",",6","31",",6","29","2,6","0","2,6","0","2,6","","","","","19161210",",,6","","","19161230","+,,6","","","","","19161215","+,2,6","-37.2",",6,10,","","","25",",,6,30,+","","","-18.9","2,6,15,+","","","1381.9","2,6","","","","","","","","","139",",,,6","-29.29","2,6","-27.22","2,,,6","-31.36",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1917-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","","0.0",",6","","","","","","","","","1",",6","29",",6","31",",6","31",",6","0",",6","0",",6","","","","","19170109",",,6","","","19170114",",,6","","","","","19170113",",,6","-46.7",",6,09,","","","25",",,6,14,","","","-1.7",",6,13,","","","1553.1",",6","","","","","","","","","25",",,,6","-31.77",",6","-28.12",",,,6","-35.41",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1917-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","13","5,6","5","5,6","0","5,6","","","","","","","","","24","4,6","0","4,6","0","4,6","","","","","","","","","","","","","19170220","+,5,6","19170222",",4,6","","","","","","","3.8","5,,6,20,+","-2.2","4,6,22,","","","","","24.2","5,,,6","","","","","","","","","","","-16.60","4,,,6","","","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1918-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","5",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","19180219",",,6","","","19180219",",,6","","","","","","","51",",,6,19,","5.1",",,6,19,","","","","","","","11.1",",,,6","","","","","","","127",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1918-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","3",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","19180310","+,,6","","","19180310","+,,6","","","","","","","51",",,6,10,+","5.1",",,6,10,+","","","","","","","12.7",",,,6","","","","","","","127",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1918-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","2",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","19180416","+,,6","","","19180416","+,,6","","","","","","","13",",,6,16,+","0.5",",,6,16,+","","","","","","","1.0",",,,6","","","","","","","26",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1918-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","2,6","","","","","","","","","3",",6","0","1,6","25","1,6","11","1,6","0","1,6","0","1,6","","","","","19180927",",1,6","","","19180916",",,6","","","","","19180903","+,1,6","-8.9","1,6,27,","","","51",",,6,16,","","","10.0","1,6,03,+","","","535.1","1,6","","","","","","","","","101",",,,6","-0.61","2,6","1.91","1,,,6","-3.13","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1919-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","4,6","","","","","","","","","","","28",",6","28",",6","24","4,6","0","4,6","0","4,6","","","","","19190201",",,6","","","","","","","","","19190222",",4,6","-48.3",",6,01,","","","","","","","-17.8","4,6,22,","","","1202.2","4,6","","","","","","","","","","","-31.49","4,6","-29.21","4,,,6","-33.77",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1919-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","","","28","3,","28","3,6","","","","","","","","","","","19190320",",3,6","","","","","","","","","","","-40.0","3,6,20,","","","","","","","","","","","","","","","","","","","","","","","","","","","-32.52","3,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1920-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0",",6","5",",6","5",",6","0",",6","","","5",",6","3",",6","31",",6","31",",6","0",",6","0",",6","","","","","19201016",",,6","","","19201030","+,,6","","","19201030",",,6","19201001",",,6","-26.1",",6,16,","","","51",",,6,30,+","5.1",",,6,30,","-1.1",",6,01,","","","880.1",",6","19.6",",,,6","","","","","","","206",",,,6","-10.06",",6","-8.05",",,,6","-12.06",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1920-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0",",6","3",",6","2",",6","0",",6","","","2",",6","20",",6","30",",6","28",",6","0",",6","0",",6","","","","","19201127",",,6","","","19201115",",,6","","","19201115",",,6","19201111",",,6","-33.3",",6,27,","","","64",",,6,15,","5.1",",,6,15,","1.7",",6,11,","","","1104.8",",6","8.6",",,,6","","","","","","","99",",,,6","-18.49",",6","-14.94",",,,6","-22.04",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1920-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","","","0.0","1,6","5",",6","3",",6","0",",6","","","3",",6","30",",6","31",",6","30","1,6","0","1,6","0","1,6","","","","","19201231",",,6","","","19201214",",,6","","","19201214",",,6","19201207","+,1,6","-44.4",",6,31,","","","64",",,6,14,","3.8",",,6,14,","-11.7","1,6,07,+","","","1283.4","1,6","10.1",",,,6","","","","","","","145",",,,6","-24.71","1,6","-20.82","1,,,6","-28.60",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0","1,6","3",",6","0",",6","0",",6","","","2",",6","29","1,6","30","1,6","31",",6","0",",6","0",",6","","","","","19210110",",1,6","","","19210124",",,6","","","19210124",",,6","19210131",",,6","-42.2","1,6,10,","","","51",",,6,24,","2.3",",,6,24,","-12.8",",6,31,","","","1379.4",",6","5.1",",,,6","","","","","","","94",",,,6","-27.68","1,6","-23.37",",,,6","-31.99","1,,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","5",",6","1",",6","0",",6","","","3",",6","27",",6","28",",6","28",",6","0",",6","0",",6","","","","","19210216",",,6","","","19210218",",,6","","","19210218",",,6","19210218",",,6","-43.3",",6,16,","","","46",",,6,18,","4.6",",,6,18,","-5.0",",6,18,","","","1312.4",",6","7.7",",,,6","","","","","","","138",",,,6","-28.54",",6","-24.99",",,,6","-32.09",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","1",",6","31",",6","31",",6","31",",6","0",",6","0",",6","","","","","19210323",",,6","","","19210307",",,6","","","19210307",",,6","19210307",",,6","-40.6",",6,23,","","","25",",,6,07,","2.5",",,6,07,","-14.4",",6,07,","","","1366.7",",6","3.3",",,,6","","","","","","","46",",,,6","-25.75",",6","-22.34",",,,6","-29.17",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","2",",6","0",",6","0",",6","","","","","29",",6","30",",6","30",",6","0",",6","0",",6","","","","","19210403","+,,6","","","","","","","19210413",",,6","19210412",",,6","-37.2",",6,03,+","","","","","1.8",",,6,13,","-5.6",",6,12,","","","1121.7",",6","2.1",",,,6","","","","","","","","","-19.06",",6","-13.53",",,,6","-24.59",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","4",",6","2",",6","0",",6","","","","","2",",6","31",",6","28",",6","0",",6","0",",6","","","","","19210508","+,,6","","","","","","","19210523",",,6","19210515","+,,6","-17.8",",6,08,+","","","","","3.3",",,6,23,","2.2",",6,15,+","","","791.3",",6","7.4",",,,6","","","","","","","","","-7.19",",6","-3.79",",,,6","-10.60",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","30",",6","2",",6","0",",6","0",",6","","","","","19210601",",,6","","","19210616","+,,6","","","19210613",",,6","19210620",",,6","-11.1",",6,01,","","","0",",T,6,16,+","7.1",",,6,13,","8.9",",6,20,","","","546.1",",6","7.6",",,,6","","","","","","","0",",T,,6","0.13",",6","2.49",",,,6","-2.23",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","8",",6","4",",6","0",",6","","","0",",6","0",",6","15",",6","0",",6","1",",6","0",",6","","","","","19210702","+,,6","","","19210722",",,6","","","19210719",",,6","19210710",",,6","-1.7",",6,02,+","","","0",",T,6,22,","9.7",",,6,19,","23.9",",6,10,","390.7","6","390.7",",6","23.4",",,,6","","","","","","","0",",T,,6","5.73",",6","10.29",",,,6","1.16",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","6",",6","1",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","0",",6","0",",6","","","","","19210831","+,,6","","","19210831",",,6","","","19210801",",,6","19210802",",,6","-0.6",",6,31,+","","","3",",,6,31,","4.1",",,6,01,","17.8",",6,02,","821.7","6","431.0",",6","9.3",",,,6","","","","","","","3",",,,6","4.43",",6","7.53",",,,6","1.33",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","11",",6","2",",6","0",",6","","","1",",6","0",",6","26",",6","14",",6","0",",6","0",",6","","","","","19210927",",,6","","","19210924",",,6","","","19210924",",,6","19210909",",,6","-11.1",",6,27,","","","38",",,6,24,","3.3",",,6,24,","13.9",",6,09,","1398.5","6","576.8",",6","14.3",",,,6","","","","","","","87",",,,6","-0.89",",6","1.15",",,,6","-2.94",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","12",",6","1",",6","0",",6","","","","","4",",6","31",",6","31",",6","0",",6","0",",6","","","","","19211030",",,6","","","","","","","19211007",",,6","19211004","+,,6","-27.8",",6,30,","","","","","3.0",",,6,07,","-1.1",",6,04,+","2246.4","6","847.9",",6","14.0",",,,6","","","","","","","","","-9.02",",6","-5.74",",,,6","-12.30",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","","","17",",6","30",",6","30",",6","0",",6","0",",6","","","","","19211130",",,6","","","","","","","19211114","+,,6","19211107",",,6","-23.9",",6,30,","","","","","0.0",",T,6,14,+","-2.2",",6,07,","3231.1","6","984.7",",6","0.0",",T,,6","","","","","","","","","-14.49",",6","-11.41",",,,6","-17.58",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1921-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","4",",6","2",",6","0",",6","","","","","29",",6","31",",6","31",",6","0",",6","0",",6","","","","","19211227","+,,6","","","","","","","19211219",",,6","19211219","+,,6","-38.3",",6,27,+","","","","","5.1",",,6,19,","-1.7",",6,19,+","4506.0","6","1274.9",",6","8.2",",,,6","","","","","","","","","-22.79",",6","-18.51",",,,6","-27.08",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1922-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","6",",6","0",",6","0",",6","","","0",",6","28",",6","31",",6","29",",6","0",",6","0",",6","","","","","19220103","+,,6","","","19220128","+,,6","","","19220128","+,,6","19220119","+,,6","-35.6",",6,03,+","","","13",",,6,28,+","1.0",",,6,28,+","0.6",",6,19,+","5754.6","6","1248.6",",6","3.4",",,,6","","","","","","","43",",,,6","-21.94",",6","-18.62",",,,6","-25.27",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1922-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","5","1,6","1","1,6","0","1,6","","","","","28",",6","28",",6","28",",6","0",",6","0",",6","","","","","19220206",",,6","","","","","","","19220210",",1,6","19220223",",,6","-42.8",",6,06,","","","","","4.8","1,,6,10,","-4.4",",6,23,","6994.2","6","1239.6",",6","9.2","1,,,6","","","","","","","","","-25.94",",6","-20.51",",,,6","-31.36",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1922-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","3",",6","0",",6","0",",6","","","1",",6","31",",6","31",",6","31",",6","0",",6","0",",6","","","","","19220304",",,6","","","19220317",",,6","","","19220317",",,6","19220325",",,6","-40.0",",6,04,","","","25",",,6,17,","1.3",",,6,17,","-8.3",",6,25,","8379.1","6","1384.9",",6","2.3",",,,6","","","","","","","43",",,,6","-26.34",",6","-22.83",",,,6","-29.85",",,,6","","","","","","","","","","","","","","","","","","","",""
"USW00027502","1922-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","","","0.0","6","0.0",",6","5",",6","1",",6","0",",6","","","2",",6","24",",6","30",",6","30",",6","0",",6","0",",6","","","","","19220426","+,,6","","","19220409",",,6","","","19220417",",,6","19220417",",,6","-31.7",",6,26,+","","","64",",,6,09,","2.5",",,6,17,","-5.0",",6,17,","9455.6","6","1076.5",",6","4.9",",,,6","","","","","","","135",",,,6","-17.55",",6","-12.75",",,,6","-22.36",",,,6","","","","","","","","","","","","","","","","","","","",""
